university_id,name,country,city_state,method,source_url
467,Case Western Reserve University - Iie (Ge3),UNITED STATES OF AMERICA,"Cleveland, Ohio",reviewed_primary_campus,
468,Central Michigan University,UNITED STATES OF AMERICA,"Mount Pleasant, Michigan",reviewed_primary_campus,
469,Clarkson University,UNITED STATES OF AMERICA,"Potsdam, New York",reviewed_primary_campus,
470,Clemson University,UNITED STATES OF AMERICA,"Clemson, South Carolina",reviewed_primary_campus,
471,Colorado School Of Mines,UNITED STATES OF AMERICA,"Golden, Colorado",reviewed_primary_campus,
472,Columbia College Chicago,UNITED STATES OF AMERICA,"Chicago, Illinois",reviewed_primary_campus,
473,Drexel University,UNITED STATES OF AMERICA,"Philadelphia, Pennsylvania",reviewed_primary_campus,
474,Embry Riddle Aeronautical University,UNITED STATES OF AMERICA,"Daytona Beach, Florida",reviewed_primary_campus,
475,Embry-Riddle Aeronautical University,UNITED STATES OF AMERICA,"Daytona Beach, Florida",reviewed_primary_campus,
476,George Washington University,UNITED STATES OF AMERICA,"Washington, DC",reviewed_primary_campus,
477,George Washington University - All Except Ppga & Econs,UNITED STATES OF AMERICA,"Washington, DC",reviewed_primary_campus,
478,George Washington University - Ppga & Econs,UNITED STATES OF AMERICA,"Washington, DC",reviewed_primary_campus,
479,Georgia Institute Of Technology,UNITED STATES OF AMERICA,"Atlanta, Georgia",reviewed_primary_campus,
480,Georgia Institute Of Technology - All (Except Ccds),UNITED STATES OF AMERICA,"Atlanta, Georgia",reviewed_primary_campus,
481,Georgia Institute Of Technology - Ccds Only,UNITED STATES OF AMERICA,"Atlanta, Georgia",reviewed_primary_campus,
482,Illinois Institute Of Technology - Iie (Ge3),UNITED STATES OF AMERICA,"Chicago, Illinois",reviewed_primary_campus,
483,Indiana University (Kelley School Of Business - Bloomington),UNITED STATES OF AMERICA,"Bloomington, Indiana",reviewed_primary_campus,
484,Iowa State University,UNITED STATES OF AMERICA,"Ames, Iowa",reviewed_primary_campus,
485,Ithaca College,UNITED STATES OF AMERICA,"Ithaca, New York",reviewed_primary_campus,
486,Macalester College,UNITED STATES OF AMERICA,"Saint Paul, Minnesota",reviewed_primary_campus,
487,Maryland Institute College Of Art,UNITED STATES OF AMERICA,"Baltimore, Maryland",reviewed_primary_campus,
437,University Of Edinburgh - All (Except Nbs; Chem & Phy),UNITED KINGDOM,Edinburgh,name_hint,
489,New York University - Iie (Ge3),UNITED STATES OF AMERICA,"New York, New York",reviewed_primary_campus,
490,Northeastern University,UNITED STATES OF AMERICA,"Boston, Massachusetts",reviewed_primary_campus,
491,Purdue University,UNITED STATES OF AMERICA,"West Lafayette, Indiana",reviewed_primary_campus,
492,Rensselaer Polytechnic Institute,UNITED STATES OF AMERICA,"Troy, New York",reviewed_primary_campus,
493,Rice University,UNITED STATES OF AMERICA,"Houston, Texas",reviewed_primary_campus,
494,San Diego State University,UNITED STATES OF AMERICA,"San Diego, California",reviewed_primary_campus,
495,Stony Brook University,UNITED STATES OF AMERICA,"Stony Brook, New York",reviewed_primary_campus,
496,Suffolk University,UNITED STATES OF AMERICA,"Boston, Massachusetts",reviewed_primary_campus,
497,Texas Tech University - Iie (Ge3),UNITED STATES OF AMERICA,"Lubbock, Texas",reviewed_primary_campus,
498,The George Washington University - All (Except Cohass & Nbs),UNITED STATES OF AMERICA,"Washington, DC",reviewed_primary_campus,
499,The George Washington University - Cohass & Nbs,UNITED STATES OF AMERICA,"Washington, DC",reviewed_primary_campus,
500,Tulane University,UNITED STATES OF AMERICA,"New Orleans, Louisiana",reviewed_primary_campus,
501,United States Air Force Academy,UNITED STATES OF AMERICA,"Colorado Springs, Colorado",reviewed_primary_campus,
502,United States Military Academy,UNITED STATES OF AMERICA,"West Point, New York",reviewed_primary_campus,
503,United States Naval Academy,UNITED STATES OF AMERICA,"Annapolis, Maryland",reviewed_primary_campus,
504,University Of California - Berkeley,UNITED STATES OF AMERICA,"Berkeley, California",reviewed_primary_campus,
78,University Of Ottawa - Telfer School Of Management,CANADA,Ottawa,name_hint,
506,University Of California - Davis,UNITED STATES OF AMERICA,"Davis, California",reviewed_primary_campus,
507,University Of California - Irvine,UNITED STATES OF AMERICA,"Irvine, California",reviewed_primary_campus,
508,University Of California - Irvine (Uceap),UNITED STATES OF AMERICA,"Irvine, California",reviewed_primary_campus,
509,University Of California - Los Angeles,UNITED STATES OF AMERICA,"Los Angeles, California",reviewed_primary_campus,
510,University Of California - Los Angeles (Uceap),UNITED STATES OF AMERICA,"Los Angeles, California",reviewed_primary_campus,
511,University Of California - Merced,UNITED STATES OF AMERICA,"Merced, California",reviewed_primary_campus,
512,University Of California - Merced (Uceap),UNITED STATES OF AMERICA,"Merced, California",reviewed_primary_campus,
513,University Of California - San Diego,UNITED STATES OF AMERICA,"San Diego, California",reviewed_primary_campus,
514,University Of California - San Diego (Uceap),UNITED STATES OF AMERICA,"San Diego, California",reviewed_primary_campus,
515,University Of California - Santa Barbara,UNITED STATES OF AMERICA,"Santa Barbara, California",reviewed_primary_campus,
516,University Of California - Santa Barbara (Uceap),UNITED STATES OF AMERICA,"Santa Barbara, California",reviewed_primary_campus,
517,University Of California - Santa Cruz,UNITED STATES OF AMERICA,"Santa Cruz, California",reviewed_primary_campus,
518,University Of Florida,UNITED STATES OF AMERICA,"Gainesville, Florida",reviewed_primary_campus,
519,University Of Florida - Iie (Ge3),UNITED STATES OF AMERICA,"Gainesville, Florida",reviewed_primary_campus,
520,University Of Hawaii At Manoa,UNITED STATES OF AMERICA,"Honolulu, Hawaii",reviewed_primary_campus,
521,University Of Illinois At Urbana Champaign - Ccds & Coe,UNITED STATES OF AMERICA,"Champaign, Illinois",reviewed_primary_campus,
522,University Of Illinois At Urbana Champaign - Coe & Ccds Only,UNITED STATES OF AMERICA,"Champaign, Illinois",reviewed_primary_campus,
523,University Of Illinois At Urbana Champaign - College Of Liberal Arts And Sciences,UNITED STATES OF AMERICA,"Champaign, Illinois",reviewed_primary_campus,
524,University Of Illinois At Urbana Champaign - Nbs Only,UNITED STATES OF AMERICA,"Champaign, Illinois",reviewed_primary_campus,
525,University Of Illinois At Urbana-Champaign - Coe Only,UNITED STATES OF AMERICA,"Champaign, Illinois",reviewed_primary_campus,
526,University Of Illinois At Urbana-Champaign - College Of Liberal Arts And Sciences,UNITED STATES OF AMERICA,"Champaign, Illinois",reviewed_primary_campus,
527,University Of Illinois At Urbana-Champaign - Nbs Only,UNITED STATES OF AMERICA,"Champaign, Illinois",reviewed_primary_campus,
528,University Of Maryland - Ccds,UNITED STATES OF AMERICA,"College Park, Maryland",reviewed_primary_campus,
529,University Of Maryland - Ccds & Coe,UNITED STATES OF AMERICA,"College Park, Maryland",reviewed_primary_campus,
530,"University Of Maryland - Ccds, Cohass & Cos",UNITED STATES OF AMERICA,"College Park, Maryland",reviewed_primary_campus,
531,University Of Maryland - Coe & Ccds,UNITED STATES OF AMERICA,"College Park, Maryland",reviewed_primary_campus,
532,University Of Maryland - Coe Only,UNITED STATES OF AMERICA,"College Park, Maryland",reviewed_primary_campus,
533,University Of Maryland - Cos And Hass Only,UNITED STATES OF AMERICA,"College Park, Maryland",reviewed_primary_campus,
534,University Of Miami,UNITED STATES OF AMERICA,"Coral Gables, Florida",reviewed_primary_campus,
535,University Of Michigan - Iie (Ge3),UNITED STATES OF AMERICA,"Ann Arbor, Michigan",reviewed_primary_campus,
536,University Of Missouri School Of Journalism,UNITED STATES OF AMERICA,"Columbia, Missouri",reviewed_primary_campus,
537,University Of North Carolina Wilmington,UNITED STATES OF AMERICA,"Wilmington, North Carolina",reviewed_primary_campus,
538,University Of Pennsylvania,UNITED STATES OF AMERICA,"Philadelphia, Pennsylvania",reviewed_primary_campus,
539,University Of Pennsylvania (Usp),UNITED STATES OF AMERICA,"Philadelphia, Pennsylvania",reviewed_primary_campus,
540,University Of Pittsburgh,UNITED STATES OF AMERICA,Pittsburgh,name_hint,
541,University Of Rochester,UNITED STATES OF AMERICA,Rochester,name_hint,
542,University Of Texas At Arlington,UNITED STATES OF AMERICA,"Arlington, Texas",reviewed_primary_campus,
543,University Of Texas At Austin,UNITED STATES OF AMERICA,"Austin, Texas",reviewed_primary_campus,
544,"University Of Texas At Austin - All (Except Ccds, Coe & Nbs)",UNITED STATES OF AMERICA,"Austin, Texas",reviewed_primary_campus,
545,University Of Texas At Austin - All (Except Nbs,UNITED STATES OF AMERICA,"Austin, Texas",reviewed_primary_campus,
546,University Of Texas At Austin - Ccds & Coe,UNITED STATES OF AMERICA,"Austin, Texas",reviewed_primary_campus,
547,University Of Texas At Austin - Nbs Only,UNITED STATES OF AMERICA,"Austin, Texas",reviewed_primary_campus,
548,University Of Wisconsin Madison - Iie (Ge3),UNITED STATES OF AMERICA,"Madison, Wisconsin",reviewed_primary_campus,
549,University Of Wisconsin-Madison,UNITED STATES OF AMERICA,"Madison, Wisconsin",reviewed_primary_campus,
550,University Of Wyoming,UNITED STATES OF AMERICA,"Laramie, Wyoming",reviewed_primary_campus,
551,Virginia Polytechnic Institute And State University (Virginia Tech),UNITED STATES OF AMERICA,"Blacksburg, Virginia",reviewed_primary_campus,
275,Pohang University Of Science And Technology,"KOREA, REPUBLIC OF",Pohang,reviewed_primary_campus,
553,Vin University,VIETNAM,Hanoi,reviewed_primary_campus,
554,National University of Singapore (NUS),SINGAPORE,Singapore,reviewed_primary_campus,
555,Singapore Institute of Technology (SIT),SINGAPORE,Singapore,reviewed_primary_campus,
556,Singapore Management University (SMU),SINGAPORE,Singapore,reviewed_primary_campus,
557,Singapore University of Social Sciences (SUSS),SINGAPORE,Singapore,reviewed_primary_campus,
558,Singapore University of Technology and Design (SUTD),SINGAPORE,Singapore,reviewed_primary_campus,
463,University Of York,UNITED KINGDOM,York,name_hint,
505,University Of California - Berkeley (Uceap),UNITED STATES OF AMERICA,"Berkeley, California",reviewed_primary_campus,
488,New York University,UNITED STATES OF AMERICA,"New York, New York",reviewed_primary_campus,
552,Washington University In St. Louis,UNITED STATES OF AMERICA,"St. Louis, Missouri",reviewed_primary_campus,
1,Adelaide University,AUSTRALIA,Adelaide,wikipedia,https://en.wikipedia.org/wiki/Adelaide_University
40,Concordia University,CANADA,"Montreal, Quebec",wikipedia,https://en.wikipedia.org/wiki/Concordia_University
42,Hec Montreal,CANADA,"Montreal, Quebec",web_search,https://www.standyou.com/study-abroad/hec-montreal-canada-1
